Скорость реки:0.035
Расход сточных вод на оголовок:0.049
Диаметр оголовка:0.16
Расстояния между оголовками:3.5 ;;;;;;;;;;;;;;Расстояния между оголовками (расч.):2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 
Расстояние до берега:35;;;;;;;;;;;;;;Расстояние до берега (расч.):34.6103
:;;;;;;;;;;;;;;Общая ширина (расч.):107.573
Глубина:19;;;;;;;;;;;;;;Глубина (расч.):18.7083
Промежуточные сечения:100 ;;;;;;;;;;;;;;Помежуточные сечения (расч.):100 
Расчетный участок реки:500;;;;;;;;;;;;;;Участок реки (расч.):499.953
Высоты оголовков:2 ;;;;;;;;;;;;;;Высоты оголовков (расч.):1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 
Начальное разбавление:10;;;;;;;;;;;;;;dx:0.127604
Расстояние от створа выпуска:0;;;;;;;;;;;;;;dy:0.935414
Величина загрязняющего вещества:100;;;;;;;;;;;;;;dz:0.935414
Сторона расчетного квадрата:4;;;;;;;;;;;;;;Коэффициент диффузии:0.06
Количество оголовков:20;;;;;;;;;;;;;;Коэффициент Шези:50.7531

0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;

0(0);10;10

1.00723;1.00723;1.00934;1.01356;1.01984;1.02816;1.03846;1.05066;1.06469;1.08045;1.09785;1.11678;1.13711;1.15872;1.18147;1.20523;1.22986;1.25521;1.28114;1.30751;1.33416;1.36096;1.38776;1.41444;1.44085;1.46688;1.49239;1.51728;1.54143;1.56474;1.58712;1.60848;1.62873;1.6478;1.66562;1.68214;1.69728;1.71101;1.72327;1.73403;1.74324;1.75089;1.75694;1.76137;1.76416;1.76529;1.76475;1.76253;1.75862;1.75301;1.74571;1.73672;1.72603;1.71366;1.69962;1.68391;1.66657;1.6476;1.62704;1.60491;1.58126;1.55611;1.52952;1.50154;1.47222;1.44161;1.40981;1.37685;1.34284;1.30785;1.27197;1.23527;1.19788;1.15987;1.12137;1.08245;1.04324;1.00383;0.964348;0.924881;0.885552;0.846451;0.807696;0.769371;0.731587;0.694423;0.657981;0.622329;0.587558;0.553727;0.520914;0.489167;0.458549;0.429096;0.400861;0.373865;0.348148;0.323723;0.300615;0.278827;0.258376;0.239257;0.221477;0.205024;0.189898;0.176087;0.163584;0.152373;0.142449;0.133794;0.126401;0.120257;0.115355;0.111684;0.109242;0.108021;
1.00723;1.00723;1.00934;1.01356;1.01984;1.02816;1.03846;1.05066;1.06469;1.08045;1.09785;1.11678;1.13711;1.15872;1.18147;1.20523;1.22986;1.25521;1.28114;1.30751;1.33416;1.36096;1.38776;1.41444;1.44085;1.46688;1.49239;1.51728;1.54143;1.56474;1.58712;1.60848;1.62873;1.6478;1.66562;1.68214;1.69728;1.71101;1.72327;1.73403;1.74324;1.75089;1.75694;1.76137;1.76416;1.76529;1.76475;1.76253;1.75862;1.75301;1.74571;1.73672;1.72603;1.71366;1.69962;1.68391;1.66657;1.6476;1.62704;1.60491;1.58126;1.55611;1.52952;1.50154;1.47222;1.44161;1.40981;1.37685;1.34284;1.30785;1.27197;1.23527;1.19788;1.15987;1.12137;1.08245;1.04324;1.00383;0.964348;0.924881;0.885552;0.846451;0.807696;0.769371;0.731587;0.694423;0.657981;0.622329;0.587558;0.553727;0.520914;0.489167;0.458549;0.429096;0.400861;0.373865;0.348148;0.323723;0.300615;0.278827;0.258376;0.239257;0.221477;0.205024;0.189898;0.176087;0.163584;0.152373;0.142449;0.133794;0.126401;0.120257;0.115355;0.111684;0.109242;0.108021;
1.0076;1.0076;1.00972;1.01393;1.02022;1.02854;1.03884;1.05105;1.06508;1.08085;1.09826;1.11719;1.13753;1.15914;1.18191;1.20568;1.23032;1.25568;1.28162;1.30799;1.33466;1.36146;1.38828;1.41496;1.44139;1.46742;1.49295;1.51783;1.542;1.56532;1.58771;1.60907;1.62933;1.64841;1.66624;1.68276;1.69791;1.71164;1.72391;1.73467;1.74389;1.75154;1.75759;1.76202;1.76481;1.76594;1.7654;1.76318;1.75927;1.75366;1.74636;1.73736;1.72667;1.7143;1.70025;1.68454;1.66718;1.64822;1.62764;1.60551;1.58184;1.55669;1.53009;1.5021;1.47276;1.44215;1.41032;1.37737;1.34333;1.30834;1.27243;1.23574;1.19832;1.16031;1.12177;1.08286;1.04362;1.00421;0.964698;0.925231;0.885873;0.846772;0.807988;0.769663;0.731852;0.694688;0.658219;0.622567;0.58777;0.553939;0.521102;0.489354;0.458714;0.429261;0.401005;0.374009;0.348273;0.323848;0.300722;0.278935;0.258469;0.23935;0.221556;0.205103;0.189967;0.176155;0.163643;0.152432;0.1425;0.133846;0.126447;0.120303;0.115397;0.111727;0.109282;0.108062;
1.00834;1.00834;1.01046;1.01468;1.02097;1.0293;1.0396;1.05182;1.06586;1.08165;1.09906;1.11802;1.13836;1.16;1.18277;1.20657;1.23121;1.2566;1.28255;1.30896;1.33563;1.36247;1.38929;1.41601;1.44244;1.4685;1.49403;1.51895;1.54312;1.56647;1.58886;1.61025;1.63052;1.64962;1.66746;1.68399;1.69915;1.7129;1.72516;1.73594;1.74516;1.75282;1.75888;1.76331;1.7661;1.76723;1.76669;1.76447;1.76056;1.75494;1.74764;1.73863;1.72794;1.71555;1.7015;1.68577;1.66841;1.64941;1.62884;1.60668;1.58301;1.55782;1.53121;1.50319;1.47384;1.4432;1.41137;1.37836;1.34433;1.30928;1.27337;1.23663;1.19921;1.16115;1.12261;1.08363;1.0444;1.00493;0.965419;0.925895;0.886537;0.847379;0.808594;0.770214;0.732402;0.695184;0.658715;0.623011;0.588214;0.554334;0.521497;0.489702;0.459062;0.429566;0.40131;0.374275;0.348539;0.324077;0.300952;0.279133;0.258667;0.23952;0.221726;0.205249;0.190112;0.17628;0.163768;0.152541;0.142609;0.133942;0.126543;0.12039;0.115484;0.111809;0.109364;0.108142;
1.00943;1.00943;1.01155;1.01577;1.02207;1.03041;1.04073;1.05295;1.06702;1.08281;1.10026;1.11921;1.1396;1.16124;1.18405;1.20785;1.23255;1.25794;1.28395;1.31035;1.33708;1.36392;1.3908;1.41751;1.444;1.47006;1.49565;1.52057;1.54479;1.56814;1.59058;1.61197;1.63228;1.65138;1.66926;1.68579;1.70098;1.71473;1.72702;1.7378;1.74704;1.7547;1.76077;1.7652;1.768;1.76913;1.76859;1.76637;1.76244;1.75683;1.74951;1.7405;1.72979;1.7174;1.70331;1.68759;1.67019;1.6512;1.63058;1.60842;1.58469;1.55951;1.53284;1.50482;1.47541;1.44476;1.41286;1.37986;1.34576;1.31071;1.27472;1.23798;1.20048;1.16241;1.1238;1.08482;1.0455;1.00603;0.966436;0.926911;0.887469;0.848311;0.809444;0.771063;0.73317;0.695952;0.659405;0.623701;0.588829;0.554949;0.522041;0.490247;0.459541;0.430045;0.401728;0.374693;0.348902;0.32444;0.301265;0.279446;0.258936;0.239789;0.221957;0.20548;0.190311;0.176479;0.163939;0.152713;0.142759;0.134092;0.126678;0.120524;0.115608;0.111932;0.109482;0.10826;
1.01083;1.01083;1.01296;1.01719;1.02349;1.03185;1.04217;1.05443;1.06849;1.08433;1.10178;1.12078;1.14117;1.16287;1.18569;1.20955;1.23425;1.25971;1.28571;1.31219;1.33892;1.36583;1.39271;1.4195;1.44599;1.47213;1.49771;1.5227;1.54692;1.57034;1.59278;1.61423;1.63454;1.65369;1.67156;1.68815;1.70333;1.71712;1.72941;1.74022;1.74946;1.75714;1.76321;1.76766;1.77045;1.77159;1.77105;1.76882;1.7649;1.75927;1.75195;1.74291;1.7322;1.71977;1.70569;1.68992;1.67252;1.65348;1.63286;1.61063;1.58691;1.56166;1.53499;1.50689;1.47748;1.44675;1.41485;1.38176;1.34765;1.31251;1.27652;1.23967;1.20217;1.164;1.12538;1.0863;1.04698;1.0074;0.967807;0.928173;0.888731;0.849464;0.810597;0.772109;0.734217;0.696896;0.660348;0.624545;0.589674;0.555699;0.522791;0.490909;0.460203;0.430625;0.402308;0.375198;0.349406;0.324877;0.301702;0.279822;0.259312;0.240112;0.22228;0.205757;0.190588;0.176717;0.164178;0.15292;0.142966;0.134275;0.126861;0.12069;0.115774;0.112088;0.109638;0.108412;
1.01253;1.01253;1.01465;1.01889;1.02521;1.03357;1.04393;1.05618;1.07029;1.08613;1.10364;1.12264;1.1431;1.1648;1.18769;1.21155;1.23633;1.2618;1.28788;1.31436;1.34118;1.36809;1.39506;1.42185;1.44843;1.47456;1.50023;1.52522;1.54952;1.57294;1.59545;1.6169;1.63728;1.65644;1.67437;1.69095;1.70619;1.71997;1.73231;1.74311;1.75239;1.76007;1.76616;1.7706;1.77341;1.77454;1.774;1.77177;1.76784;1.76221;1.75486;1.74583;1.73508;1.72265;1.70852;1.69275;1.6753;1.65625;1.63556;1.61334;1.58954;1.56428;1.53753;1.50943;1.47992;1.44919;1.41718;1.38409;1.34987;1.31473;1.27862;1.24177;1.20415;1.16598;1.12723;1.08815;1.04869;1.00912;0.969391;0.929757;0.890183;0.850916;0.81192;0.773432;0.735413;0.698092;0.661422;0.625619;0.590632;0.556657;0.52364;0.491757;0.460949;0.431371;0.402959;0.375849;0.349972;0.325442;0.30219;0.28031;0.259732;0.240531;0.222639;0.206116;0.190897;0.177026;0.164445;0.153187;0.1432;0.134508;0.127069;0.120899;0.115966;0.11228;0.109822;0.108596;
1.01446;1.01446;1.01659;1.02084;1.02717;1.03555;1.04591;1.05821;1.07233;1.08822;1.10573;1.12481;1.14526;1.16704;1.18994;1.21389;1.23867;1.26423;1.29032;1.3169;1.34371;1.37073;1.3977;1.42459;1.45116;1.4774;1.50307;1.52816;1.55246;1.57596;1.59848;1.62001;1.64038;1.65961;1.67754;1.69419;1.70943;1.72326;1.7356;1.74645;1.75572;1.76343;1.76952;1.77398;1.77679;1.77793;1.77738;1.77514;1.77121;1.76556;1.75822;1.74915;1.7384;1.72592;1.71179;1.69596;1.67851;1.65939;1.6387;1.61639;1.59259;1.56724;1.54049;1.51227;1.48277;1.45192;1.41992;1.3867;1.35248;1.3172;1.28109;1.24411;1.20648;1.16817;1.12942;1.09019;1.05073;1.01101;0.971278;0.931493;0.89192;0.852504;0.813507;0.774873;0.736854;0.69939;0.662721;0.626781;0.591794;0.55769;0.524673;0.492669;0.46186;0.43217;0.403758;0.376544;0.350667;0.326044;0.302791;0.280828;0.260249;0.240976;0.223084;0.206498;0.191278;0.177354;0.164773;0.153472;0.143485;0.13476;0.127321;0.121127;0.116194;0.112494;0.110036;0.108806;
1.0166;1.0166;1.01873;1.02298;1.02934;1.03772;1.04812;1.06042;1.0746;1.09049;1.10807;1.12715;1.14769;1.16947;1.19246;1.21641;1.2413;1.26685;1.29305;1.31963;1.34656;1.37358;1.40066;1.42755;1.45423;1.48047;1.50625;1.53133;1.55573;1.57924;1.60185;1.62338;1.64384;1.66307;1.68108;1.69772;1.71302;1.72686;1.73925;1.7501;1.75941;1.76712;1.77323;1.7777;1.78051;1.78165;1.78111;1.77887;1.77492;1.76927;1.76189;1.75282;1.74203;1.72955;1.71536;1.69953;1.68201;1.66289;1.64211;1.6198;1.5959;1.57055;1.54369;1.51547;1.48585;1.455;1.42286;1.38964;1.35527;1.32;1.28374;1.24675;1.20897;1.17066;1.13175;1.09251;1.05289;1.01317;0.973274;0.933489;0.89375;0.854334;0.815173;0.77654;0.738361;0.700898;0.664075;0.628135;0.593001;0.558898;0.525742;0.493738;0.4628;0.43311;0.404578;0.377365;0.351379;0.326756;0.303406;0.281443;0.260778;0.241504;0.223537;0.206951;0.191667;0.177744;0.165109;0.153808;0.14378;0.135055;0.127584;0.121391;0.116437;0.112737;0.110268;0.109038;
1.01887;1.01887;1.02101;1.02528;1.03163;1.04006;1.05046;1.06281;1.07698;1.09295;1.11053;1.12969;1.15023;1.17211;1.1951;1.21916;1.24404;1.26972;1.29591;1.32261;1.34954;1.37668;1.40376;1.43077;1.45745;1.4838;1.50958;1.53478;1.55918;1.58279;1.6054;1.62703;1.64749;1.6668;1.68481;1.70153;1.71683;1.73073;1.74312;1.75401;1.76333;1.77107;1.77718;1.78167;1.78448;1.78563;1.78508;1.78283;1.77888;1.77321;1.76583;1.75672;1.74593;1.7334;1.71921;1.70331;1.68578;1.66657;1.6458;1.62339;1.59949;1.57403;1.54716;1.51882;1.4892;1.45821;1.42607;1.3927;1.35834;1.3229;1.28665;1.24949;1.21171;1.17323;1.13432;1.09491;1.05529;1.01539;0.975493;0.935531;0.895791;0.856199;0.817039;0.778233;0.740055;0.702424;0.665601;0.629501;0.594367;0.560111;0.526956;0.494809;0.463871;0.434048;0.405517;0.378182;0.352196;0.327463;0.304113;0.282051;0.261386;0.242026;0.224059;0.207399;0.192115;0.178129;0.165495;0.154144;0.144115;0.135351;0.12788;0.121659;0.116705;0.112989;0.11052;0.109284;
1.02124;1.02124;1.02338;1.02765;1.03403;1.04246;1.05291;1.06526;1.0795;1.09546;1.11313;1.13229;1.15292;1.1748;1.1979;1.22196;1.24695;1.27263;1.29895;1.32564;1.35269;1.37983;1.40704;1.43405;1.46086;1.48721;1.5131;1.5383;1.56282;1.58642;1.60914;1.63077;1.65132;1.67063;1.68873;1.70545;1.72082;1.73472;1.74716;1.75806;1.76741;1.77516;1.7813;1.78578;1.78861;1.78976;1.78921;1.78696;1.78299;1.77731;1.7699;1.7608;1.74995;1.73742;1.72317;1.70726;1.68966;1.67045;1.64958;1.62717;1.60316;1.5777;1.55071;1.52237;1.49261;1.46162;1.42933;1.39596;1.36144;1.326;1.28958;1.25243;1.21447;1.17599;1.1369;1.09749;1.05769;1.01778;0.977705;0.937743;0.89782;0.858228;0.818887;0.780081;0.741726;0.704096;0.667102;0.631002;0.595706;0.56145;0.528141;0.495994;0.464913;0.43509;0.406427;0.379092;0.352985;0.328252;0.304794;0.282733;0.261972;0.242612;0.224562;0.207901;0.192547;0.178561;0.165868;0.154517;0.144441;0.135677;0.128172;0.121951;0.116974;0.113257;0.110777;0.109541;
1.02363;1.02363;1.02578;1.03007;1.03645;1.04491;1.05536;1.06777;1.08201;1.09805;1.11571;1.13496;1.1556;1.17758;1.20067;1.22485;1.24984;1.27563;1.30195;1.32877;1.35583;1.38309;1.4103;1.43743;1.46424;1.49071;1.51661;1.54193;1.56644;1.59016;1.61287;1.6346;1.65516;1.67456;1.69265;1.70945;1.72482;1.73878;1.75123;1.76217;1.77153;1.77931;1.78545;1.78996;1.79279;1.79394;1.79339;1.79113;1.78716;1.78146;1.77405;1.7649;1.75405;1.74146;1.72721;1.71123;1.69363;1.67433;1.65346;1.63095;1.60694;1.58135;1.55436;1.52589;1.49613;1.465;1.43271;1.39918;1.36466;1.32906;1.29264;1.25531;1.21735;1.17869;1.1396;1.10001;1.06021;1.02012;0.980038;0.939889;0.899966;0.86019;0.820848;0.781861;0.743507;0.7057;0.668707;0.632439;0.597142;0.562726;0.529417;0.49712;0.466039;0.436077;0.407414;0.379951;0.353844;0.328996;0.305538;0.283373;0.262612;0.243161;0.225111;0.208373;0.193018;0.178967;0.166274;0.154869;0.144794;0.135989;0.128483;0.122233;0.117256;0.113522;0.111042;0.1098;
1.026;1.026;1.02815;1.03244;1.03885;1.04731;1.05781;1.07022;1.08453;1.10057;1.11831;1.13756;1.15829;1.18027;1.20347;1.22764;1.25275;1.27855;1.30498;1.33181;1.35898;1.38624;1.41358;1.44071;1.46764;1.49412;1.52013;1.54545;1.57008;1.59379;1.61661;1.63834;1.65899;1.67839;1.69657;1.71337;1.72881;1.74277;1.75527;1.76622;1.77562;1.7834;1.78957;1.79407;1.79692;1.79807;1.79751;1.79525;1.79127;1.78556;1.77812;1.76897;1.75807;1.74549;1.73117;1.71519;1.6975;1.67821;1.65724;1.63473;1.61061;1.58502;1.55791;1.52944;1.49954;1.4684;1.43597;1.40244;1.36776;1.33216;1.29557;1.25824;1.22011;1.18145;1.14218;1.10259;1.0626;1.02251;0.98225;0.942101;0.901995;0.862218;0.822696;0.783709;0.745178;0.707372;0.670208;0.63394;0.598481;0.564065;0.530602;0.498305;0.467081;0.437119;0.408323;0.380861;0.354634;0.329785;0.306219;0.284054;0.263198;0.243747;0.225613;0.208875;0.19345;0.179398;0.166647;0.155242;0.14512;0.136315;0.128775;0.122524;0.117525;0.113791;0.111299;0.110057;
