Скорость реки:0.035
Расход сточных вод на оголовок:0.049
Диаметр оголовка:0.16
Расстояния между оголовками:3.5 ;;;;;;;;;;;;;;Расстояния между оголовками (расч.):2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 
Расстояние до берега:35;;;;;;;;;;;;;;Расстояние до берега (расч.):34.6103
:;;;;;;;;;;;;;;Общая ширина (расч.):107.573
Глубина:19;;;;;;;;;;;;;;Глубина (расч.):18.7083
Промежуточные сечения:100 ;;;;;;;;;;;;;;Помежуточные сечения (расч.):100 
Расчетный участок реки:500;;;;;;;;;;;;;;Участок реки (расч.):499.953
Высоты оголовков:2 ;;;;;;;;;;;;;;Высоты оголовков (расч.):1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 
Начальное разбавление:10;;;;;;;;;;;;;;dx:0.127604
Расстояние от створа выпуска:0;;;;;;;;;;;;;;dy:0.935414
Величина загрязняющего вещества:100;;;;;;;;;;;;;;dz:0.935414
Сторона расчетного квадрата:4;;;;;;;;;;;;;;Коэффициент диффузии:0.06
Количество оголовков:20;;;;;;;;;;;;;;Коэффициент Шези:50.7531

1.02828;1.02828;1.03043;1.03474;1.04115;1.04965;1.06014;1.07261;1.08692;1.10302;1.12077;1.1401;1.16083;1.18291;1.20611;1.23039;1.2555;1.28141;1.30785;1.33478;1.36196;1.38934;1.41667;1.44393;1.47086;1.49745;1.52347;1.5489;1.57352;1.59734;1.62016;1.64199;1.66264;1.68213;1.7003;1.71717;1.73261;1.74664;1.75914;1.77014;1.77954;1.78735;1.79352;1.79804;1.80089;1.80204;1.80149;1.79922;1.79523;1.78951;1.78206;1.77287;1.76197;1.74933;1.73501;1.71896;1.70128;1.68189;1.66093;1.63832;1.61419;1.5885;1.56138;1.53279;1.50289;1.47162;1.43918;1.40551;1.37083;1.33507;1.29848;1.26099;1.22285;1.18402;1.14475;1.10498;1.065;1.02473;0.984469;0.944143;0.904036;0.864084;0.824562;0.785402;0.746871;0.708898;0.671735;0.635306;0.599847;0.565279;0.531816;0.499376;0.468152;0.438057;0.409262;0.381677;0.355451;0.330492;0.306926;0.284663;0.263806;0.244269;0.226136;0.209323;0.193898;0.179784;0.167033;0.155577;0.145455;0.136611;0.129071;0.122793;0.117793;0.114042;0.111551;0.110304;
1.03041;1.03041;1.03257;1.03688;1.04332;1.05182;1.06236;1.07482;1.08919;1.10529;1.12311;1.14245;1.16326;1.18534;1.20863;1.23291;1.25813;1.28403;1.31058;1.33752;1.36481;1.39219;1.41963;1.44689;1.47393;1.50052;1.52664;1.55207;1.5768;1.60062;1.62354;1.64536;1.6661;1.68558;1.70383;1.72071;1.73621;1.75024;1.76279;1.77378;1.78322;1.79104;1.79723;1.80176;1.80461;1.80577;1.80521;1.80294;1.79894;1.79321;1.78574;1.77654;1.7656;1.75296;1.73858;1.72253;1.70477;1.68539;1.66434;1.64173;1.6175;1.59181;1.56458;1.53599;1.50596;1.47469;1.44212;1.40845;1.37362;1.33787;1.30112;1.26363;1.22534;1.18651;1.14708;1.10731;1.06716;1.02689;0.986465;0.946139;0.905866;0.865914;0.826229;0.787069;0.748379;0.710406;0.673089;0.63666;0.601054;0.566486;0.532885;0.500445;0.469092;0.438997;0.410083;0.382498;0.356163;0.331204;0.307541;0.285278;0.264335;0.244798;0.226589;0.209776;0.194287;0.180173;0.167369;0.155914;0.14575;0.136905;0.129334;0.123056;0.118035;0.114285;0.111783;0.110536;
1.03235;1.03235;1.03451;1.03883;1.04527;1.0538;1.06434;1.07685;1.09122;1.10739;1.1252;1.14461;1.16542;1.18758;1.21088;1.23525;1.26046;1.28647;1.31301;1.34005;1.36734;1.39483;1.42227;1.44963;1.47667;1.50336;1.52948;1.55501;1.57973;1.60364;1.62656;1.64846;1.6692;1.68876;1.70701;1.72394;1.73945;1.75353;1.76608;1.77712;1.78655;1.7944;1.80059;1.80513;1.80799;1.80915;1.80859;1.80632;1.80231;1.79656;1.78909;1.77986;1.76892;1.75623;1.74185;1.72574;1.70798;1.68853;1.66747;1.64478;1.62056;1.59476;1.56754;1.53883;1.50881;1.47742;1.44485;1.41106;1.37623;1.34034;1.3036;1.26596;1.22768;1.18869;1.14926;1.10935;1.0692;1.02878;0.988352;0.947875;0.907603;0.867501;0.827816;0.78851;0.74982;0.711704;0.674387;0.637822;0.602216;0.567519;0.533918;0.501356;0.470003;0.439795;0.410881;0.383193;0.356858;0.331806;0.308142;0.285795;0.264852;0.245242;0.227033;0.210158;0.194668;0.180501;0.167697;0.156199;0.146035;0.137157;0.129586;0.123284;0.118264;0.114499;0.111997;0.110745;
1.03404;1.03404;1.03621;1.04053;1.04699;1.05552;1.06609;1.07861;1.09302;1.10919;1.12706;1.14647;1.16735;1.18951;1.21288;1.23725;1.26255;1.28855;1.31518;1.34222;1.3696;1.39709;1.42462;1.45198;1.47911;1.5058;1.532;1.55753;1.58233;1.60625;1.62923;1.65114;1.67194;1.6915;1.70981;1.72675;1.7423;1.75638;1.76898;1.78001;1.78948;1.79732;1.80354;1.80808;1.81094;1.8121;1.81155;1.80927;1.80525;1.7995;1.79201;1.78278;1.7718;1.75911;1.74469;1.72858;1.71076;1.6913;1.67018;1.64749;1.62318;1.59739;1.57008;1.54137;1.51125;1.47986;1.44719;1.41339;1.37845;1.34256;1.3057;1.26806;1.22965;1.19067;1.15111;1.11119;1.07091;1.0305;0.989936;0.949459;0.909055;0.868953;0.829138;0.789832;0.751016;0.7129;0.675462;0.638896;0.603175;0.568477;0.534766;0.502205;0.470749;0.440541;0.411533;0.383845;0.357423;0.332371;0.30863;0.286283;0.265272;0.245662;0.227393;0.210517;0.194977;0.18081;0.167964;0.156466;0.146268;0.137391;0.129795;0.123493;0.118456;0.114691;0.112181;0.110929;
1.03545;1.03545;1.03762;1.04195;1.04841;1.05696;1.06754;1.08008;1.09449;1.11071;1.12858;1.14804;1.16892;1.19114;1.21451;1.23895;1.26425;1.29032;1.31695;1.34406;1.37144;1.399;1.42653;1.45397;1.4811;1.50786;1.53406;1.55966;1.58446;1.60844;1.63143;1.65339;1.6742;1.69381;1.71212;1.7291;1.74466;1.75877;1.77137;1.78243;1.7919;1.79977;1.80598;1.81054;1.8134;1.81456;1.81401;1.81172;1.8077;1.80194;1.79444;1.78519;1.77421;1.76149;1.74706;1.73091;1.71309;1.69358;1.67246;1.6497;1.6254;1.59954;1.57223;1.54344;1.51332;1.48185;1.44917;1.41528;1.38034;1.34436;1.30749;1.26976;1.23135;1.19226;1.1527;1.11268;1.07239;1.03187;0.991307;0.950721;0.910317;0.870106;0.830292;0.790879;0.752063;0.713844;0.676405;0.639741;0.604019;0.569227;0.535516;0.502867;0.471411;0.441121;0.412112;0.384349;0.357928;0.332808;0.309067;0.286659;0.265648;0.245984;0.227716;0.210794;0.195254;0.181049;0.168203;0.156673;0.146475;0.137574;0.129978;0.123659;0.118622;0.114847;0.112337;0.111081;
1.03653;1.03653;1.03871;1.04304;1.04951;1.05807;1.06866;1.08121;1.09565;1.11186;1.12977;1.14923;1.17016;1.19238;1.2158;1.24023;1.26558;1.29166;1.31835;1.34546;1.37289;1.40045;1.42804;1.45547;1.48266;1.50942;1.53568;1.56128;1.58614;1.61011;1.63315;1.65511;1.67596;1.69557;1.71392;1.7309;1.74649;1.76061;1.77323;1.78429;1.79378;1.80165;1.80787;1.81243;1.8153;1.81646;1.8159;1.81362;1.80959;1.80383;1.79631;1.78706;1.77606;1.76334;1.74888;1.73273;1.71487;1.69537;1.6742;1.65144;1.62709;1.60123;1.57386;1.54507;1.51489;1.48342;1.45067;1.41678;1.38177;1.34578;1.30884;1.27111;1.23261;1.19353;1.15388;1.11386;1.0735;1.03297;0.992324;0.951737;0.911249;0.871039;0.831141;0.791728;0.752831;0.714612;0.677095;0.640431;0.604634;0.569842;0.536061;0.503411;0.47189;0.4416;0.412531;0.384768;0.358291;0.333171;0.30938;0.286973;0.265917;0.246254;0.227947;0.211025;0.195452;0.181247;0.168374;0.156844;0.146625;0.137724;0.130112;0.123793;0.118745;0.11497;0.112455;0.1112;
1.03727;1.03727;1.03945;1.04379;1.05026;1.05883;1.06942;1.08199;1.09643;1.11266;1.13057;1.15006;1.17099;1.19324;1.21666;1.24113;1.26648;1.29259;1.31928;1.34643;1.37386;1.40146;1.42905;1.45652;1.48371;1.51051;1.53677;1.5624;1.58726;1.61127;1.6343;1.6563;1.67714;1.69679;1.71513;1.73214;1.74773;1.76186;1.77449;1.78556;1.79505;1.80293;1.80916;1.81372;1.81659;1.81775;1.81719;1.81491;1.81088;1.80511;1.79759;1.78833;1.77733;1.76459;1.75013;1.73396;1.7161;1.69656;1.6754;1.65261;1.62826;1.60236;1.57498;1.54616;1.51598;1.48446;1.45171;1.41778;1.38277;1.34673;1.30979;1.272;1.2335;1.19436;1.15472;1.11464;1.07427;1.03369;0.993045;0.952401;0.911913;0.871645;0.831747;0.792278;0.753381;0.715108;0.677591;0.640874;0.605078;0.570237;0.536456;0.503759;0.472238;0.441905;0.412836;0.385033;0.358556;0.3334;0.309609;0.28717;0.266115;0.246423;0.228117;0.211171;0.195598;0.181373;0.168499;0.156953;0.146734;0.13782;0.130208;0.12388;0.118832;0.115052;0.112537;0.11128;
1.03765;1.03765;1.03982;1.04417;1.05064;1.05921;1.06981;1.08238;1.09683;1.11306;1.13098;1.15047;1.17141;1.19366;1.2171;1.24157;1.26694;1.29305;1.31976;1.34691;1.37436;1.40196;1.42957;1.45704;1.48425;1.51105;1.53732;1.56295;1.58783;1.61184;1.63489;1.65689;1.67775;1.69739;1.71575;1.73276;1.74836;1.76249;1.77513;1.78621;1.7957;1.80358;1.80981;1.81437;1.81724;1.8184;1.81785;1.81556;1.81153;1.80576;1.79824;1.78897;1.77797;1.76522;1.75076;1.73458;1.71671;1.69718;1.676;1.65321;1.62884;1.60294;1.57555;1.54672;1.51652;1.485;1.45223;1.41829;1.38326;1.34722;1.31025;1.27246;1.23394;1.1948;1.15513;1.11505;1.07465;1.03407;0.993395;0.952751;0.912234;0.871966;0.83204;0.792571;0.753646;0.715373;0.677828;0.641112;0.60529;0.570449;0.536643;0.503947;0.472403;0.44207;0.41298;0.385177;0.358682;0.333525;0.309717;0.287278;0.266208;0.246516;0.228196;0.21125;0.195666;0.181441;0.168558;0.157012;0.146786;0.137872;0.130255;0.123926;0.118875;0.115095;0.112578;0.11132;

99.9141(783);54.9933;1.8184

1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
1.37522;1.37522;1.37515;1.375;1.37477;1.37446;1.37408;1.37361;1.37306;1.37243;1.37171;1.3709;1.37;1.369;1.36791;1.36671;1.36541;1.36399;1.36246;1.36082;1.35905;1.35715;1.35512;1.35296;1.35065;1.3482;1.3456;1.34285;1.33994;1.33686;1.33362;1.3302;1.32661;1.32284;1.31889;1.31475;1.31042;1.3059;1.30118;1.29627;1.29115;1.28584;1.28033;1.27461;1.26869;1.26256;1.25624;1.24971;1.24298;1.23605;1.22893;1.22161;1.2141;1.2064;1.19852;1.19046;1.18222;1.17382;1.16526;1.15654;1.14767;1.13866;1.12951;1.12024;1.11085;1.10136;1.09177;1.08209;1.07233;1.0625;1.05262;1.0427;1.03274;1.02275;1.01276;1.00277;0.992799;0.982854;0.972949;0.963097;0.953313;0.943609;0.933997;0.924493;0.915107;0.905855;0.896748;0.8878;0.879024;0.870432;0.862038;0.853852;0.845889;0.838159;0.830673;0.823445;0.816483;0.8098;0.803405;0.797308;0.791518;0.786045;0.780896;0.776081;0.771606;0.767479;0.763706;0.760293;0.757245;0.754568;0.752265;0.750341;0.748797;0.747638;0.746863;0.746476;
