Скорость реки:0.035
Расход сточных вод на оголовок:0.049
Диаметр оголовка:0.16
Расстояния между оголовками:3.5 ;;;;;;;;;;;;;;Расстояния между оголовками (расч.):2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 2.80624 
:35;;;;;;;;;;;;;;:34.6103
:35;;;;;;;;;;;;;;:34.6103
:;;;;;;;;;;;;;;Общая ширина (расч.):128.152
Глубина:19;;;;;;;;;;;;;;Глубина (расч.):18.7083
Промежуточные сечения:100 ;;;;;;;;;;;;;;Помежуточные сечения (расч.):100 
Расчетный участок реки:500;;;;;;;;;;;;;;Участок реки (расч.):499.953
Высоты оголовков:2 ;;;;;;;;;;;;;;Высоты оголовков (расч.):1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 1.87083 
Начальное разбавление:10;;;;;;;;;;;;;;dx:0.127604
Расстояние от створа выпуска:0;;;;;;;;;;;;;;dy:0.935414
Величина загрязняющего вещества:100;;;;;;;;;;;;;;dz:0.935414
Сторона расчетного квадрата:4;;;;;;;;;;;;;;Коэффициент диффузии:0.06
Количество оголовков:20;;;;;;;;;;;;;;Коэффициент Шези:50.7531

0.152732;0.152732;0.154228;0.157225;0.161714;0.167713;0.175198;0.184203;0.19469;0.206702;0.22019;0.235205;0.251681;0.269678;0.289113;0.310051;0.332391;0.3562;0.381357;0.407932;0.435782;0.464977;0.495353;0.526977;0.559664;0.59348;0.628218;0.663942;0.700425;0.737729;0.77561;0.814126;0.853023;0.892353;0.931854;0.971577;1.01125;1.05093;1.09035;1.12955;1.16827;1.20656;1.24416;1.28113;1.31721;1.35247;1.38667;1.41987;1.45186;1.48268;1.51216;1.54034;1.56705;1.59236;1.6161;1.63834;1.65896;1.67799;1.69533;1.71103;1.72501;1.7373;1.74784;1.75665;1.7637;1.76901;1.77254;1.77431;1.77431;1.77254;1.76901;1.7637;1.75665;1.74783;1.7373;1.72501;1.71103;1.69533;1.67798;1.65895;1.63834;1.6161;1.59235;1.56704;1.54032;1.51214;1.48266;1.45183;1.41984;1.38664;1.35243;1.31716;1.28106;1.24408;1.20646;1.16815;1.12941;1.09018;1.05072;1.011;0.971274;0.93149;0.891917;0.852501;0.813505;0.774871;0.736853;0.69939;0.66272;0.626781;0.591794;0.55769;0.524672;0.492668;0.46186;0.432169;0.403757;0.376544;0.350666;0.326044;0.302791;0.280828;0.260249;0.240976;0.223084;0.206498;0.191278;0.177354;0.164773;0.153472;0.143485;0.13476;0.127321;0.121127;0.116194;0.112494;0.110036;0.108806;
0.153056;0.153056;0.154557;0.157555;0.162062;0.168061;0.175578;0.184583;0.195114;0.207126;0.220671;0.235685;0.252231;0.270228;0.289744;0.310683;0.333116;0.356925;0.382188;0.408763;0.43673;0.465925;0.496427;0.528052;0.560876;0.594691;0.629575;0.665299;0.701935;0.739238;0.777279;0.815795;0.854854;0.894184;0.933851;0.973573;1.01342;1.0531;1.09268;1.13188;1.17076;1.20905;1.24681;1.28377;1.32001;1.35527;1.38961;1.42281;1.45493;1.48576;1.51535;1.54353;1.57036;1.59567;1.61951;1.64175;1.66245;1.68148;1.6989;1.7146;1.72863;1.74092;1.75151;1.76032;1.7674;1.77271;1.77626;1.77803;1.77803;1.77626;1.77271;1.7674;1.76032;1.75151;1.74092;1.72863;1.7146;1.6989;1.68148;1.66245;1.64175;1.61951;1.59566;1.57035;1.54352;1.51534;1.48574;1.45491;1.42279;1.38958;1.35523;1.31996;1.28371;1.24673;1.20895;1.17064;1.13173;1.0925;1.05289;1.01316;0.973269;0.933485;0.893747;0.854331;0.815172;0.776538;0.73836;0.700897;0.664074;0.628135;0.593001;0.558897;0.525741;0.493737;0.4628;0.433109;0.404578;0.377365;0.351379;0.326756;0.303406;0.281443;0.260778;0.241504;0.223537;0.206951;0.191667;0.177744;0.165109;0.153808;0.14378;0.135055;0.127584;0.121391;0.116437;0.112737;0.110268;0.109038;
0.153402;0.153402;0.154904;0.157915;0.162423;0.168448;0.175966;0.18501;0.195541;0.207607;0.221152;0.236234;0.252779;0.270856;0.290373;0.311405;0.333838;0.357754;0.383016;0.40971;0.437677;0.467002;0.497505;0.52927;0.562094;0.596061;0.630945;0.666828;0.703464;0.740934;0.778974;0.817662;0.856721;0.896227;0.935893;0.975793;1.01564;1.05549;1.09507;1.13445;1.17333;1.21179;1.24955;1.28668;1.32292;1.35833;1.39268;1.42603;1.45814;1.48911;1.5187;1.54701;1.57384;1.59925;1.6231;1.64544;1.66614;1.68525;1.70267;1.71844;1.73248;1.74482;1.7554;1.76426;1.77134;1.77667;1.78022;1.78199;1.78199;1.78022;1.77667;1.77134;1.76426;1.7554;1.74482;1.73248;1.71844;1.70267;1.68525;1.66614;1.64544;1.62309;1.59925;1.57383;1.547;1.51869;1.48909;1.45812;1.426;1.39264;1.35829;1.32287;1.28662;1.24947;1.21169;1.17321;1.1343;1.0949;1.05528;1.01538;0.975488;0.935527;0.895788;0.856197;0.817037;0.778232;0.740054;0.702424;0.665601;0.629501;0.594367;0.560111;0.526955;0.494808;0.463871;0.434048;0.405517;0.378182;0.352196;0.327463;0.304113;0.282051;0.261386;0.242026;0.224059;0.207399;0.192115;0.178129;0.165495;0.154144;0.144115;0.135351;0.12788;0.121659;0.116705;0.112989;0.11052;0.109284;
0.153761;0.153761;0.15527;0.158281;0.162809;0.168835;0.176387;0.185431;0.196012;0.208077;0.221685;0.236766;0.253388;0.271466;0.291073;0.312105;0.334642;0.358557;0.383937;0.410631;0.438727;0.468052;0.498696;0.530461;0.563437;0.597404;0.632449;0.668332;0.705138;0.742607;0.780823;0.819511;0.858751;0.898257;0.938106;0.978006;1.01803;1.05789;1.09765;1.13703;1.17609;1.21455;1.25248;1.28961;1.32602;1.36144;1.39594;1.42929;1.46155;1.49251;1.52225;1.55055;1.57751;1.60292;1.62688;1.64922;1.67001;1.68913;1.70663;1.7224;1.7365;1.74884;1.75947;1.76833;1.77544;1.78077;1.78434;1.78611;1.78611;1.78433;1.78077;1.77544;1.76833;1.75947;1.74884;1.7365;1.7224;1.70662;1.68913;1.67001;1.64922;1.62687;1.60292;1.5775;1.55054;1.52223;1.4925;1.46153;1.42926;1.3959;1.36139;1.32597;1.28955;1.2524;1.21445;1.17597;1.13688;1.09748;1.05768;1.01778;0.9777;0.937739;0.897817;0.858226;0.818885;0.780079;0.741725;0.704095;0.667102;0.631002;0.595706;0.56145;0.52814;0.495994;0.464913;0.43509;0.406427;0.379092;0.352985;0.328252;0.304794;0.282733;0.261972;0.242612;0.224562;0.207901;0.192547;0.178561;0.165868;0.154517;0.144441;0.135677;0.128172;0.121951;0.116974;0.113257;0.110777;0.109541;
0.154126;0.154126;0.155634;0.15866;0.163188;0.169242;0.176794;0.185881;0.196461;0.208583;0.22219;0.237343;0.253965;0.272127;0.291734;0.312864;0.335401;0.359428;0.384808;0.411627;0.439723;0.469185;0.499829;0.531743;0.564719;0.598844;0.633889;0.669939;0.706745;0.74439;0.782606;0.821474;0.860714;0.900404;0.940254;0.98034;1.02037;1.06041;1.10017;1.13973;1.17879;1.21743;1.25537;1.29267;1.32908;1.36466;1.39916;1.43266;1.46493;1.49604;1.52577;1.55421;1.58116;1.6067;1.63065;1.6531;1.67389;1.6931;1.71059;1.72644;1.74054;1.75294;1.76357;1.77247;1.77958;1.78494;1.7885;1.79029;1.79029;1.7885;1.78494;1.77958;1.77247;1.76357;1.75294;1.74054;1.72644;1.71059;1.69309;1.67389;1.65309;1.63065;1.60669;1.58115;1.5542;1.52576;1.49602;1.46491;1.43263;1.39913;1.36461;1.32902;1.29261;1.25529;1.21733;1.17867;1.13959;1.1;1.0602;1.02011;0.980033;0.939886;0.899963;0.860187;0.820847;0.78186;0.743506;0.7057;0.668707;0.632438;0.597142;0.562726;0.529417;0.49712;0.466039;0.436077;0.407413;0.37995;0.353844;0.328996;0.305538;0.283373;0.262612;0.243161;0.225111;0.208373;0.193018;0.178967;0.166274;0.154869;0.144794;0.135989;0.128483;0.122233;0.117256;0.113522;0.111042;0.1098;
0.154484;0.154484;0.156;0.159025;0.163574;0.169628;0.177215;0.186302;0.196931;0.209053;0.222723;0.237876;0.254574;0.272736;0.292434;0.313564;0.336205;0.360232;0.385729;0.412547;0.440773;0.470235;0.50102;0.532934;0.566061;0.600187;0.635393;0.671444;0.708419;0.746063;0.784455;0.823323;0.862744;0.902434;0.942467;0.982553;1.02276;1.06281;1.10275;1.14231;1.18155;1.22019;1.2583;1.2956;1.33218;1.36776;1.40242;1.43592;1.46834;1.49944;1.52932;1.55775;1.58483;1.61037;1.63443;1.65688;1.67777;1.69697;1.71455;1.73039;1.74456;1.75696;1.76764;1.77654;1.78369;1.78904;1.79262;1.79441;1.79441;1.79262;1.78904;1.78368;1.77654;1.76764;1.75696;1.74456;1.73039;1.71455;1.69697;1.67776;1.65687;1.63443;1.61036;1.58482;1.55774;1.5293;1.49943;1.46832;1.43589;1.40239;1.36772;1.33212;1.29554;1.25822;1.22009;1.18143;1.14217;1.10258;1.06259;1.02251;0.982245;0.942098;0.901992;0.862216;0.822694;0.783707;0.745177;0.707371;0.670208;0.633939;0.59848;0.564064;0.530602;0.498305;0.467081;0.437119;0.408323;0.38086;0.354634;0.329785;0.306219;0.284054;0.263198;0.243747;0.225613;0.208875;0.19345;0.179398;0.166647;0.155242;0.14512;0.136315;0.128775;0.122524;0.117525;0.113791;0.111299;0.110057;
0.154831;0.154831;0.156347;0.159385;0.163935;0.170015;0.177602;0.186729;0.197358;0.209535;0.223204;0.238424;0.255123;0.273365;0.293063;0.314286;0.336927;0.361061;0.386557;0.413495;0.44172;0.471313;0.502098;0.534153;0.56728;0.601557;0.636763;0.672973;0.709948;0.747758;0.78615;0.82519;0.864611;0.904476;0.944509;0.984772;1.02498;1.0652;1.10515;1.14488;1.18412;1.22293;1.26104;1.29851;1.33508;1.37082;1.40548;1.43913;1.47155;1.50279;1.53267;1.56123;1.5883;1.61395;1.63802;1.66057;1.68145;1.70074;1.71832;1.73424;1.7484;1.76086;1.77154;1.78048;1.78762;1.793;1.79658;1.79837;1.79837;1.79658;1.793;1.78762;1.78048;1.77154;1.76086;1.7484;1.73424;1.71832;1.70074;1.68145;1.66056;1.63801;1.61395;1.58829;1.56122;1.53265;1.50278;1.47153;1.43911;1.40545;1.37078;1.33503;1.29845;1.26096;1.22283;1.184;1.14474;1.10497;1.06499;1.02473;0.984464;0.944139;0.904033;0.864082;0.82456;0.785401;0.74687;0.708897;0.671734;0.635305;0.599847;0.565278;0.531816;0.499376;0.468152;0.438057;0.409262;0.381677;0.355451;0.330492;0.306926;0.284663;0.263806;0.244269;0.226136;0.209323;0.193898;0.179784;0.167033;0.155577;0.145455;0.136611;0.129071;0.122793;0.117793;0.114042;0.111551;0.110304;
0.155154;0.155154;0.156676;0.159715;0.164283;0.170364;0.177982;0.187109;0.197782;0.209959;0.223685;0.238904;0.255672;0.273915;0.293694;0.314917;0.337652;0.361786;0.387388;0.414325;0.442667;0.47226;0.503172;0.535227;0.568492;0.602768;0.63812;0.674329;0.711457;0.749268;0.787818;0.826859;0.866442;0.906307;0.946505;0.986768;1.02715;1.06736;1.10748;1.14721;1.18661;1.22542;1.26369;1.30116;1.33788;1.37362;1.40843;1.44208;1.47462;1.50587;1.53586;1.56443;1.59161;1.61726;1.64143;1.66398;1.68495;1.70424;1.72189;1.73781;1.75203;1.76449;1.77521;1.78415;1.79132;1.7967;1.8003;1.80209;1.80209;1.8003;1.7967;1.79132;1.78415;1.77521;1.76449;1.75203;1.7378;1.72189;1.70424;1.68495;1.66397;1.64142;1.61726;1.59161;1.56442;1.53585;1.50585;1.4746;1.44205;1.40839;1.37358;1.33783;1.30109;1.26361;1.22532;1.18649;1.14706;1.1073;1.06715;1.02689;0.98646;0.946135;0.905863;0.865912;0.826227;0.787068;0.748378;0.710405;0.673088;0.636659;0.601054;0.566486;0.532885;0.500445;0.469092;0.438997;0.410083;0.382498;0.356163;0.331204;0.307541;0.285278;0.264335;0.244798;0.226589;0.209776;0.194287;0.180173;0.167369;0.155914;0.14575;0.136905;0.129334;0.123056;0.118035;0.114285;0.111783;0.110536;
0.155449;0.155449;0.156971;0.160021;0.16459;0.170693;0.178311;0.187473;0.198146;0.210368;0.224094;0.239371;0.256139;0.27445;0.294229;0.315532;0.338266;0.362491;0.388093;0.415131;0.443473;0.473177;0.504089;0.536264;0.569528;0.603933;0.639285;0.67563;0.712758;0.75071;0.789261;0.828447;0.86803;0.908045;0.948243;0.988656;1.02903;1.0694;1.10951;1.1494;1.1888;1.22775;1.26602;1.30363;1.34035;1.37623;1.41103;1.44481;1.47736;1.50872;1.53871;1.56738;1.59457;1.62032;1.64448;1.66711;1.68809;1.70745;1.7251;1.74107;1.7553;1.7678;1.77853;1.7875;1.79467;1.80007;1.80366;1.80547;1.80547;1.80366;1.80007;1.79467;1.7875;1.77853;1.7678;1.7553;1.74107;1.7251;1.70745;1.68808;1.66711;1.64448;1.62031;1.59456;1.56737;1.5387;1.5087;1.47733;1.44478;1.411;1.37618;1.3403;1.30357;1.26594;1.22766;1.18868;1.14925;1.10934;1.06919;1.02878;0.988347;0.947871;0.9076;0.867499;0.827814;0.788508;0.749818;0.711703;0.674386;0.637821;0.602216;0.567518;0.533918;0.501356;0.470003;0.439795;0.410881;0.383193;0.356858;0.331806;0.308142;0.285795;0.264852;0.245242;0.227033;0.210158;0.194668;0.180501;0.167697;0.156199;0.146035;0.137157;0.129586;0.123284;0.118264;0.114499;0.111997;0.110745;
0.155706;0.155706;0.157233;0.160283;0.164866;0.17097;0.178613;0.187774;0.198482;0.210704;0.224476;0.239752;0.256575;0.274886;0.29473;0.316033;0.338842;0.363066;0.388752;0.41579;0.444225;0.473929;0.504942;0.537117;0.57049;0.604894;0.640362;0.676707;0.713956;0.751908;0.790584;0.829771;0.869483;0.909498;0.949827;0.990241;1.03075;1.07112;1.11136;1.15124;1.19077;1.22973;1.26812;1.30573;1.34257;1.37845;1.41337;1.44714;1.4798;1.51116;1.54125;1.56992;1.5972;1.62294;1.64719;1.66982;1.69086;1.71022;1.72793;1.74391;1.75818;1.77068;1.78144;1.79041;1.79761;1.80301;1.80661;1.80841;1.80841;1.80661;1.80301;1.79761;1.79041;1.78144;1.77068;1.75818;1.74391;1.72793;1.71022;1.69086;1.66981;1.64718;1.62294;1.59719;1.56991;1.54124;1.51114;1.47977;1.44711;1.41333;1.3784;1.34252;1.30567;1.26804;1.22963;1.19065;1.1511;1.11119;1.07091;1.03049;0.989931;0.949455;0.909052;0.868951;0.829137;0.789831;0.751015;0.7129;0.675461;0.638896;0.603174;0.568477;0.534766;0.502205;0.470749;0.440541;0.411532;0.383845;0.357423;0.332371;0.30863;0.286283;0.265272;0.245662;0.227393;0.210517;0.194977;0.18081;0.167964;0.156466;0.146268;0.137391;0.129795;0.123493;0.118456;0.114691;0.112181;0.110929;
0.15592;0.15592;0.157447;0.160506;0.165089;0.171209;0.178852;0.188039;0.198747;0.211002;0.224773;0.240091;0.256914;0.275274;0.295118;0.316479;0.339288;0.363578;0.389264;0.416375;0.44481;0.474595;0.505608;0.53787;0.571243;0.605741;0.641208;0.677652;0.714901;0.752956;0.791632;0.830925;0.870637;0.91076;0.951089;0.991613;1.03212;1.0726;1.11284;1.15283;1.19236;1.23142;1.26982;1.30753;1.34437;1.38034;1.41526;1.44913;1.48178;1.51323;1.54332;1.57207;1.59935;1.62516;1.64941;1.6721;1.69314;1.71255;1.73026;1.74628;1.76055;1.77309;1.78385;1.79284;1.80004;1.80545;1.80906;1.81087;1.81087;1.80906;1.80545;1.80004;1.79284;1.78385;1.77309;1.76055;1.74628;1.73026;1.71255;1.69314;1.67209;1.6494;1.62515;1.59934;1.57206;1.54331;1.51321;1.48176;1.4491;1.41522;1.3803;1.34432;1.30746;1.26974;1.23133;1.19224;1.15269;1.11267;1.07239;1.03186;0.991302;0.950717;0.910314;0.870104;0.83029;0.790878;0.752062;0.713843;0.676404;0.63974;0.604019;0.569227;0.535516;0.502867;0.471411;0.441121;0.412112;0.384349;0.357928;0.332808;0.309067;0.286659;0.265648;0.245984;0.227716;0.210794;0.195254;0.181049;0.168203;0.156673;0.146475;0.137574;0.129978;0.123659;0.118622;0.114847;0.112337;0.111081;
0.156085;0.156085;0.157615;0.160674;0.165266;0.171386;0.179046;0.188232;0.198963;0.211218;0.225018;0.240336;0.257194;0.275555;0.29544;0.316801;0.339658;0.363947;0.389687;0.416798;0.445293;0.475077;0.506155;0.538417;0.57186;0.606358;0.641899;0.678343;0.71567;0.753725;0.792482;0.831775;0.87157;0.911693;0.952106;0.99263;1.03322;1.0737;1.11403;1.15402;1.19363;1.23269;1.27116;1.30888;1.3458;1.38177;1.41676;1.45063;1.48335;1.5148;1.54495;1.5737;1.60103;1.62685;1.65114;1.67383;1.69492;1.71434;1.73208;1.7481;1.7624;1.77494;1.78572;1.79471;1.80193;1.80734;1.81095;1.81276;1.81276;1.81095;1.80734;1.80193;1.79471;1.78572;1.77494;1.7624;1.7481;1.73208;1.71433;1.69492;1.67383;1.65114;1.62684;1.60102;1.57369;1.54494;1.51478;1.48333;1.4506;1.41672;1.38172;1.34574;1.30881;1.27108;1.23259;1.19351;1.15387;1.11385;1.07349;1.03296;0.992319;0.951734;0.911246;0.871037;0.831139;0.791727;0.75283;0.714611;0.677094;0.64043;0.604634;0.569842;0.536061;0.503411;0.47189;0.4416;0.412531;0.384768;0.358291;0.333171;0.30938;0.286973;0.265917;0.246254;0.227947;0.211025;0.195452;0.181247;0.168374;0.156844;0.146625;0.137724;0.130112;0.123793;0.118745;0.11497;0.112455;0.1112;
0.156198;0.156198;0.157728;0.160791;0.165383;0.171512;0.179172;0.188371;0.199101;0.211374;0.225174;0.240514;0.257372;0.275759;0.295644;0.317036;0.339892;0.364217;0.389956;0.417106;0.445601;0.475427;0.506505;0.538813;0.572256;0.606803;0.642344;0.67884;0.716167;0.754276;0.793033;0.832381;0.872177;0.912357;0.95277;0.993351;1.03394;1.07448;1.11481;1.15485;1.19447;1.23358;1.27205;1.30982;1.34674;1.38276;1.41775;1.45167;1.48439;1.51588;1.54604;1.57483;1.60216;1.62801;1.65231;1.67503;1.69612;1.71556;1.73331;1.74935;1.76365;1.7762;1.78699;1.79599;1.80321;1.80863;1.81224;1.81405;1.81405;1.81224;1.80863;1.80321;1.79599;1.78699;1.7762;1.76365;1.74935;1.7333;1.71556;1.69612;1.67503;1.6523;1.62801;1.60215;1.57482;1.54603;1.51587;1.48437;1.45164;1.41772;1.38272;1.34669;1.30975;1.27197;1.23349;1.19435;1.15471;1.11463;1.07427;1.03369;0.99304;0.952397;0.91191;0.871643;0.831745;0.792277;0.75338;0.715107;0.67759;0.640874;0.605078;0.570236;0.536455;0.503759;0.472238;0.441905;0.412836;0.385033;0.358556;0.3334;0.309609;0.28717;0.266115;0.246423;0.228117;0.211171;0.195598;0.181373;0.168499;0.156953;0.146734;0.13782;0.130208;0.12388;0.118832;0.115052;0.112537;0.11128;
0.156255;0.156255;0.157786;0.160849;0.165445;0.171573;0.179238;0.188438;0.199176;0.211448;0.225259;0.240598;0.257469;0.275855;0.295755;0.317146;0.340019;0.364344;0.390102;0.417252;0.445767;0.475594;0.506694;0.539002;0.572469;0.607016;0.642583;0.679078;0.716432;0.754541;0.793326;0.832674;0.872498;0.912678;0.953121;0.993701;1.03432;1.07486;1.11522;1.15526;1.1949;1.23402;1.27252;1.31028;1.34723;1.38325;1.41827;1.45219;1.48493;1.51642;1.5466;1.57539;1.60274;1.62859;1.65291;1.67563;1.69673;1.71618;1.73393;1.74998;1.76429;1.77684;1.78763;1.79664;1.80386;1.80928;1.81289;1.8147;1.8147;1.81289;1.80928;1.80386;1.79664;1.78763;1.77684;1.76428;1.74997;1.73393;1.71617;1.69673;1.67563;1.6529;1.62859;1.60273;1.57538;1.54659;1.51641;1.48491;1.45216;1.41823;1.38321;1.34718;1.31022;1.27244;1.23392;1.19478;1.15512;1.11504;1.07465;1.03407;0.993391;0.952747;0.912231;0.871964;0.832038;0.79257;0.753645;0.715372;0.677828;0.641112;0.60529;0.570448;0.536643;0.503947;0.472403;0.44207;0.41298;0.385177;0.358681;0.333525;0.309717;0.287278;0.266208;0.246516;0.228196;0.21125;0.195666;0.181441;0.168558;0.157012;0.146786;0.137872;0.130255;0.123926;0.118875;0.115095;0.112578;0.11132;

99.9141(783);55.1054;1.8147

0.80776;0.80776;0.808083;0.808728;0.809694;0.810979;0.81258;0.814492;0.816713;0.819238;0.822059;0.825172;0.82857;0.832244;0.836187;0.84039;0.844844;0.849538;0.854463;0.859607;0.86496;0.870508;0.87624;0.882144;0.888205;0.89441;0.900747;0.907199;0.913754;0.920396;0.927111;0.933884;0.940699;0.947541;0.954395;0.961245;0.968077;0.974875;0.981623;0.988306;0.994909;1.00142;1.00782;1.01409;1.02023;1.02621;1.03203;1.03767;1.04312;1.04836;1.05338;1.05818;1.06273;1.06704;1.07108;1.07485;1.07835;1.08155;1.08446;1.08707;1.08936;1.09134;1.093;1.09434;1.09534;1.09601;1.09634;1.09634;1.096;1.09532;1.0943;1.09294;1.09125;1.08922;1.08686;1.08418;1.08117;1.07784;1.07421;1.07027;1.06603;1.0615;1.0567;1.05162;1.04627;1.04068;1.03484;1.02877;1.02248;1.01599;1.0093;1.00243;0.995389;0.988196;0.980863;0.973403;0.965833;0.958165;0.950417;0.942602;0.934737;0.926836;0.918915;0.910991;0.903078;0.895193;0.887351;0.879567;0.871857;0.864236;0.85672;0.849323;0.84206;0.834945;0.827993;0.821217;0.814631;0.808248;0.80208;0.796141;0.790441;0.784992;0.779805;0.77489;0.770258;0.765916;0.761874;0.75814;0.754722;0.751626;0.748858;0.746423;0.744328;0.742575;0.741169;0.740112;0.739406;0.739052;
0.80776;0.80776;0.808083;0.808728;0.809694;0.810979;0.81258;0.814492;0.816713;0.819238;0.822059;0.825172;0.82857;0.832244;0.836187;0.84039;0.844844;0.849538;0.854463;0.859607;0.86496;0.870508;0.87624;0.882144;0.888205;0.89441;0.900747;0.907199;0.913754;0.920396;0.927111;0.933884;0.940699;0.947541;0.954395;0.961245;0.968077;0.974875;0.981623;0.988306;0.994909;1.00142;1.00782;1.01409;1.02023;1.02621;1.03203;1.03767;1.04312;1.04836;1.05338;1.05818;1.06273;1.06704;1.07108;1.07485;1.07835;1.08155;1.08446;1.08707;1.08936;1.09134;1.093;1.09434;1.09534;1.09601;1.09634;1.09634;1.096;1.09532;1.0943;1.09294;1.09125;1.08922;1.08686;1.08418;1.08117;1.07784;1.07421;1.07027;1.06603;1.0615;1.0567;1.05162;1.04627;1.04068;1.03484;1.02877;1.02248;1.01599;1.0093;1.00243;0.995389;0.988196;0.980863;0.973403;0.965833;0.958165;0.950417;0.942602;0.934737;0.926836;0.918915;0.910991;0.903078;0.895193;0.887351;0.879567;0.871857;0.864236;0.85672;0.849323;0.84206;0.834945;0.827993;0.821217;0.814631;0.808248;0.80208;0.796141;0.790441;0.784992;0.779805;0.77489;0.770258;0.765916;0.761874;0.75814;0.754722;0.751626;0.748858;0.746423;0.744328;0.742575;0.741169;0.740112;0.739406;0.739052;
0.80776;0.80776;0.808083;0.808728;0.809694;0.810979;0.81258;0.814492;0.816713;0.819238;0.822059;0.825172;0.82857;0.832244;0.836187;0.84039;0.844844;0.849538;0.854463;0.859607;0.86496;0.870508;0.87624;0.882144;0.888205;0.89441;0.900747;0.907199;0.913754;0.920396;0.927111;0.933884;0.940699;0.947541;0.954395;0.961245;0.968077;0.974875;0.981623;0.988306;0.994909;1.00142;1.00782;1.01409;1.02023;1.02621;1.03203;1.03767;1.04312;1.04836;1.05338;1.05818;1.06273;1.06704;1.07108;1.07485;1.07835;1.08155;1.08446;1.08707;1.08936;1.09134;1.093;1.09434;1.09534;1.09601;1.09634;1.09634;1.096;1.09532;1.0943;1.09294;1.09125;1.08922;1.08686;1.08418;1.08117;1.07784;1.07421;1.07027;1.06603;1.0615;1.0567;1.05162;1.04627;1.04068;1.03484;1.02877;1.02248;1.01599;1.0093;1.00243;0.995389;0.988196;0.980863;0.973403;0.965833;0.958165;0.950417;0.942602;0.934737;0.926836;0.918915;0.910991;0.903078;0.895193;0.887351;0.879567;0.871857;0.864236;0.85672;0.849323;0.84206;0.834945;0.827993;0.821217;0.814631;0.808248;0.80208;0.796141;0.790441;0.784992;0.779805;0.77489;0.770258;0.765916;0.761874;0.75814;0.754722;0.751626;0.748858;0.746423;0.744328;0.742575;0.741169;0.740112;0.739406;0.739052;
0.80776;0.80776;0.808083;0.808728;0.809694;0.810979;0.81258;0.814492;0.816713;0.819238;0.822059;0.825172;0.82857;0.832244;0.836187;0.84039;0.844844;0.849538;0.854463;0.859607;0.86496;0.870508;0.87624;0.882144;0.888205;0.89441;0.900747;0.907199;0.913754;0.920396;0.927111;0.933884;0.940699;0.947541;0.954395;0.961245;0.968077;0.974875;0.981623;0.988306;0.994909;1.00142;1.00782;1.01409;1.02023;1.02621;1.03203;1.03767;1.04312;1.04836;1.05338;1.05818;1.06273;1.06704;1.07108;1.07485;1.07835;1.08155;1.08446;1.08707;1.08936;1.09134;1.093;1.09434;1.09534;1.09601;1.09634;1.09634;1.096;1.09532;1.0943;1.09294;1.09125;1.08922;1.08686;1.08418;1.08117;1.07784;1.07421;1.07027;1.06603;1.0615;1.0567;1.05162;1.04627;1.04068;1.03484;1.02877;1.02248;1.01599;1.0093;1.00243;0.995389;0.988196;0.980863;0.973403;0.965833;0.958165;0.950417;0.942602;0.934737;0.926836;0.918915;0.910991;0.903078;0.895193;0.887351;0.879567;0.871857;0.864236;0.85672;0.849323;0.84206;0.834945;0.827993;0.821217;0.814631;0.808248;0.80208;0.796141;0.790441;0.784992;0.779805;0.77489;0.770258;0.765916;0.761874;0.75814;0.754722;0.751626;0.748858;0.746423;0.744328;0.742575;0.741169;0.740112;0.739406;0.739052;
0.80776;0.80776;0.808083;0.808728;0.809694;0.810979;0.81258;0.814492;0.816713;0.819238;0.822059;0.825172;0.82857;0.832244;0.836187;0.84039;0.844844;0.849538;0.854463;0.859607;0.86496;0.870508;0.87624;0.882144;0.888205;0.89441;0.900747;0.907199;0.913754;0.920396;0.927111;0.933884;0.940699;0.947541;0.954395;0.961245;0.968077;0.974875;0.981623;0.988306;0.994909;1.00142;1.00782;1.01409;1.02023;1.02621;1.03203;1.03767;1.04312;1.04836;1.05338;1.05818;1.06273;1.06704;1.07108;1.07485;1.07835;1.08155;1.08446;1.08707;1.08936;1.09134;1.093;1.09434;1.09534;1.09601;1.09634;1.09634;1.096;1.09532;1.0943;1.09294;1.09125;1.08922;1.08686;1.08418;1.08117;1.07784;1.07421;1.07027;1.06603;1.0615;1.0567;1.05162;1.04627;1.04068;1.03484;1.02877;1.02248;1.01599;1.0093;1.00243;0.995389;0.988196;0.980863;0.973403;0.965833;0.958165;0.950417;0.942602;0.934737;0.926836;0.918915;0.910991;0.903078;0.895193;0.887351;0.879567;0.871857;0.864236;0.85672;0.849323;0.84206;0.834945;0.827993;0.821217;0.814631;0.808248;0.80208;0.796141;0.790441;0.784992;0.779805;0.77489;0.770258;0.765916;0.761874;0.75814;0.754722;0.751626;0.748858;0.746423;0.744328;0.742575;0.741169;0.740112;0.739406;0.739052;
