4.87788e-05;4.87788e-05;5.32003e-05;6.21141e-05;7.65608e-05;9.67407e-05;0.000124943;0.000161453;0.000210241;0.000271573;0.000351791;0.000450931;0.000578695;0.000734499;0.000932743;0.00117155;0.00147175;0.00182911;0.002273;0.00279521;0.00343621;0.00418149;0.00508554;0.00612436;0.00736963;0.00878377;0.010459;0.0123391;0.0145401;0.0169813;0.0198053;0.0229009;0.0264397;0.0302731;0.0346037;0.0392396;0.044415;0.0498901;0.0559299;0.0622443;0.0691278;0.0762392;0.0838999;0.091721;0.100047;0.108446;0.117282;0.12609;0.135247;0.144267;0.153533;0.162554;0.17171;0.180519;0.189354;0.197754;0.206079;0.213901;0.221561;0.228673;0.235556;0.241871;0.24791;0.253385;0.258561;0.263197;0.267527;0.271361;0.2749;0.277995;0.280819;0.28326;0.285461;0.287341;0.289017;0.290431;0.291676;0.292715;0.293619;0.294364;0.295005;0.295527;0.295971;0.296329;0.296629;0.296868;0.297066;0.297222;0.29735;0.29745;0.29753;0.297592;0.297642;0.29768;0.297709;0.297732;0.297749;0.297762;0.297772;0.29778;0.297785;0.297789;0.297793;0.297795;0.297796;0.297798;0.297798;0.297799;0.297799;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.2978;0.297799;0.297799;0.297798;0.297798;0.297796;0.297795;0.297793;0.297789;0.297785;0.29778;0.297772;0.297762;0.297749;0.297732;0.297709;0.29768;0.297642;0.297592;0.29753;0.29745;0.29735;0.297222;0.297066;0.296868;0.296629;0.296329;0.295971;0.295527;0.295005;0.294364;0.293619;0.292715;0.291676;0.290431;0.289017;0.287341;0.285461;0.28326;0.280819;0.277995;0.2749;0.271361;0.267527;0.263197;0.258561;0.253385;0.24791;0.241871;0.235556;0.228673;0.221561;0.213901;0.206079;0.197754;0.189354;0.180519;0.17171;0.162554;0.153533;0.144267;0.135247;0.12609;0.117282;0.108446;0.100047;0.091721;0.0838999;0.0762392;0.0691278;0.0622443;0.0559299;0.0498901;0.044415;0.0392396;0.0346037;0.0302731;0.0264397;0.0229009;0.0198053;0.0169813;0.0145401;0.0123391;0.010459;0.00878377;0.00736962;0.00612435;0.00508553;0.00418148;0.00343619;0.00279517;0.00227295;0.00182904;0.00147165;0.0011714;0.000932518;0.000734168;0.000578216;0.000450234;0.000350793;0.000270139;0.000208209;0.000158566;0.000120899;9.10598e-05;6.86908e-05;5.11853e-05;3.82285e-05;2.82247e-05;2.0933e-05;1.54064e-05;1.14787e-05;8.61482e-06;6.71299e-06;5.5041e-06;4.94042e-06;
4.99252e-05;4.99252e-05;5.43467e-05;6.36713e-05;7.8118e-05;9.92268e-05;0.000127429;0.000165616;0.000214404;0.000278548;0.000358766;0.00046244;0.000590203;0.000753117;0.000951361;0.00120105;0.00150125;0.00187484;0.00231873;0.00286462;0.00350562;0.00428464;0.00518869;0.00627444;0.00751972;0.00899766;0.0106729;0.0126377;0.0148387;0.0173897;0.0202138;0.0234484;0.0269872;0.0309927;0.0353233;0.0401671;0.0453424;0.0510627;0.0571026;0.0636996;0.0705831;0.0780127;0.0856734;0.0938442;0.10217;0.110945;0.11978;0.128982;0.138139;0.147563;0.156828;0.166252;0.175409;0.184611;0.193446;0.202221;0.210547;0.218718;0.226378;0.233808;0.240691;0.247288;0.253328;0.259049;0.264224;0.269068;0.273398;0.277404;0.280943;0.284177;0.287001;0.289552;0.291753;0.293718;0.295393;0.296871;0.298117;0.299202;0.300106;0.300885;0.301526;0.302072;0.302516;0.30289;0.30319;0.30344;0.303638;0.303801;0.303929;0.304033;0.304114;0.304179;0.304228;0.304268;0.304298;0.304321;0.304338;0.304352;0.304362;0.30437;0.304375;0.30438;0.304383;0.304385;0.304387;0.304388;0.304389;0.304389;0.30439;0.30439;0.30439;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.304391;0.30439;0.30439;0.30439;0.304389;0.304389;0.304388;0.304387;0.304385;0.304383;0.30438;0.304375;0.30437;0.304362;0.304352;0.304338;0.304321;0.304298;0.304268;0.304228;0.304179;0.304114;0.304033;0.303929;0.303801;0.303638;0.30344;0.30319;0.30289;0.302516;0.302072;0.301526;0.300885;0.300106;0.299202;0.298117;0.296871;0.295393;0.293718;0.291753;0.289552;0.287001;0.284177;0.280943;0.277404;0.273398;0.269068;0.264224;0.259049;0.253328;0.247288;0.240691;0.233808;0.226378;0.218718;0.210547;0.202221;0.193446;0.184611;0.175409;0.166252;0.156828;0.147563;0.138139;0.128982;0.11978;0.110945;0.10217;0.0938442;0.0856734;0.0780127;0.0705831;0.0636996;0.0571026;0.0510627;0.0453424;0.0401671;0.0353233;0.0309927;0.0269872;0.0234484;0.0202138;0.0173897;0.0148387;0.0126377;0.0106729;0.00899766;0.00751971;0.00627444;0.00518868;0.00428463;0.0035056;0.00286459;0.00231868;0.00187477;0.00150114;0.00120089;0.00095113;0.00075278;0.000589711;0.00046173;0.00035774;0.000277086;0.000212317;0.000162674;0.000123275;9.34362e-05;7.00363e-05;5.25308e-05;3.89753e-05;2.89715e-05;2.13418e-05;1.58153e-05;1.17051e-05;8.84122e-06;6.85085e-06;5.64196e-06;5.052e-06;
5.08349e-05;5.08349e-05;5.54213e-05;6.47459e-05;7.97308e-05;0.00010084;0.000130091;0.000168278;0.000218877;0.00028302;0.000366209;0.000469883;0.000602368;0.000765281;0.000970835;0.00122052;0.00153177;0.00190536;0.00236555;0.00291144;0.00357594;0.00435496;0.00529209;0.00637784;0.0076686;0.00914655;0.0108829;0.0128477;0.0151288;0.0176798;0.0206067;0.0238413;0.0275087;0.0315142;0.0360019;0.0408457;0.0462088;0.0519291;0.0581879;0.0647849;0.0719176;0.0793472;0.0872852;0.095456;0.104083;0.112858;0.122013;0.131215;0.140702;0.150126;0.159727;0.169151;0.178638;0.187841;0.196996;0.205771;0.214397;0.222568;0.230506;0.237936;0.245068;0.251665;0.257924;0.263644;0.269007;0.273851;0.278339;0.282345;0.286012;0.289247;0.292173;0.294724;0.297006;0.29897;0.300707;0.302185;0.303475;0.304561;0.305498;0.306277;0.306942;0.307488;0.307948;0.308322;0.308633;0.308883;0.309088;0.309251;0.309384;0.309488;0.309572;0.309636;0.309688;0.309727;0.309758;0.309782;0.3098;0.309814;0.309824;0.309832;0.309837;0.309842;0.309845;0.309847;0.309849;0.30985;0.309851;0.309852;0.309852;0.309852;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309853;0.309852;0.309852;0.309852;0.309851;0.30985;0.309849;0.309847;0.309845;0.309842;0.309837;0.309832;0.309824;0.309814;0.3098;0.309782;0.309758;0.309727;0.309688;0.309636;0.309572;0.309488;0.309384;0.309251;0.309088;0.308883;0.308633;0.308322;0.307948;0.307488;0.306942;0.306277;0.305498;0.304561;0.303475;0.302185;0.300707;0.29897;0.297006;0.294724;0.292173;0.289247;0.286012;0.282345;0.278339;0.273851;0.269007;0.263644;0.257924;0.251665;0.245068;0.237936;0.230506;0.222568;0.214397;0.205771;0.196996;0.187841;0.178638;0.169151;0.159727;0.150126;0.140702;0.131215;0.122013;0.112858;0.104083;0.095456;0.0872852;0.0793472;0.0719176;0.0647849;0.0581879;0.0519291;0.0462088;0.0408457;0.0360019;0.0315142;0.0275087;0.0238413;0.0206067;0.0176798;0.0151288;0.0128477;0.0108829;0.00914655;0.0076686;0.00637784;0.00529208;0.00435494;0.00357592;0.00291141;0.0023655;0.00190529;0.00153166;0.00122036;0.000970601;0.000764937;0.000601868;0.000469157;0.000365168;0.000281526;0.000216757;0.000165271;0.000125872;9.49223e-05;7.15224e-05;5.33635e-05;3.9808e-05;2.94299e-05;2.18003e-05;1.60664e-05;1.19562e-05;8.98458e-06;6.99421e-06;5.73978e-06;5.14982e-06;
5.15673e-05;5.15673e-05;5.61537e-05;6.57407e-05;8.07256e-05;0.000102428;0.000131679;0.000170938;0.000221536;0.000287476;0.000370664;0.000477235;0.00060972;0.000777175;0.000982729;0.00123936;0.00155061;0.00193457;0.00239476;0.00295578;0.00362028;0.00442084;0.00535798;0.00647371;0.00776448;0.00928318;0.0110195;0.0130384;0.0153196;0.0179407;0.0208675;0.024191;0.0278584;0.0319738;0.0364616;0.0414381;0.0468012;0.0526782;0.0589369;0.0657145;0.0728472;0.08048;0.088418;0.0968121;0.105439;0.114454;0.123609;0.133062;0.14255;0.152231;0.161832;0.171513;0.181001;0.190454;0.199609;0.208624;0.217251;0.225645;0.233583;0.241216;0.248348;0.255126;0.261385;0.267262;0.272625;0.277601;0.282089;0.286204;0.289872;0.293195;0.296122;0.298743;0.301024;0.303043;0.30478;0.306298;0.307589;0.308705;0.309642;0.310443;0.311107;0.311668;0.312128;0.312512;0.312824;0.31308;0.313286;0.313454;0.313586;0.313693;0.313777;0.313843;0.313895;0.313935;0.313966;0.313991;0.314009;0.314023;0.314033;0.314041;0.314047;0.314051;0.314054;0.314057;0.314059;0.31406;0.314061;0.314061;0.314062;0.314062;0.314062;0.314062;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314063;0.314062;0.314062;0.314062;0.314062;0.314061;0.314061;0.31406;0.314059;0.314057;0.314054;0.314051;0.314047;0.314041;0.314033;0.314023;0.314009;0.313991;0.313966;0.313935;0.313895;0.313843;0.313777;0.313693;0.313586;0.313454;0.313286;0.31308;0.312824;0.312512;0.312128;0.311668;0.311107;0.310443;0.309642;0.308705;0.307589;0.306298;0.30478;0.303043;0.301024;0.298743;0.296122;0.293195;0.289872;0.286204;0.282089;0.277601;0.272625;0.267262;0.261385;0.255126;0.248348;0.241216;0.233583;0.225645;0.217251;0.208624;0.199609;0.190454;0.181001;0.171513;0.161832;0.152231;0.14255;0.133062;0.123609;0.114454;0.105439;0.0968121;0.088418;0.08048;0.0728472;0.0657145;0.0589369;0.0526782;0.0468012;0.0414381;0.0364616;0.0319738;0.0278584;0.024191;0.0208675;0.0179407;0.0153196;0.0130384;0.0110195;0.00928318;0.00776447;0.00647371;0.00535797;0.00442083;0.00362026;0.00295574;0.00239471;0.0019345;0.0015505;0.0012392;0.00098249;0.000776827;0.000609211;0.000476501;0.000369606;0.000285964;0.000219381;0.000167895;0.00012739;9.64404e-05;7.2382e-05;5.42231e-05;4.02851e-05;2.9907e-05;2.20615e-05;1.63276e-05;1.21008e-05;9.12923e-06;7.08229e-06;5.82786e-06;5.22111e-06;
5.20439e-05;5.20439e-05;5.67166e-05;6.63036e-05;8.15704e-05;0.000103273;0.000133073;0.000172332;0.000223879;0.000289819;0.000374563;0.000481134;0.000616092;0.000783547;0.000992929;0.00124956;0.00156659;0.00195056;0.00241929;0.0029803;0.00365711;0.00445768;0.00541213;0.00652787;0.00784247;0.00936117;0.0111295;0.0131484;0.0154715;0.0180927;0.0210733;0.0243968;0.0281316;0.0322469;0.036817;0.0417936;0.047255;0.0531319;0.0595053;0.0662829;0.0735462;0.081179;0.0892622;0.0976563;0.106441;0.115456;0.124778;0.134232;0.143893;0.153574;0.16335;0.173031;0.182692;0.192146;0.201468;0.210483;0.219268;0.227662;0.235745;0.243378;0.250641;0.257419;0.263792;0.269669;0.27513;0.280107;0.284677;0.288792;0.292527;0.295851;0.298831;0.301452;0.303775;0.305794;0.307563;0.309081;0.310396;0.311512;0.312466;0.313267;0.313944;0.314505;0.314973;0.315357;0.315674;0.315931;0.316141;0.316308;0.316443;0.31655;0.316636;0.316702;0.316755;0.316795;0.316827;0.316851;0.316869;0.316883;0.316894;0.316902;0.316908;0.316912;0.316915;0.316918;0.31692;0.316921;0.316922;0.316922;0.316923;0.316923;0.316923;0.316923;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316924;0.316923;0.316923;0.316923;0.316923;0.316922;0.316922;0.316921;0.31692;0.316918;0.316915;0.316912;0.316908;0.316902;0.316894;0.316883;0.316869;0.316851;0.316827;0.316795;0.316755;0.316702;0.316636;0.31655;0.316443;0.316308;0.316141;0.315931;0.315674;0.315357;0.314973;0.314505;0.313944;0.313267;0.312466;0.311512;0.310396;0.309081;0.307563;0.305794;0.303775;0.301452;0.298831;0.295851;0.292527;0.288792;0.284677;0.280107;0.27513;0.269669;0.263792;0.257419;0.250641;0.243378;0.235745;0.227662;0.219268;0.210483;0.201468;0.192146;0.182692;0.173031;0.16335;0.153574;0.143893;0.134232;0.124778;0.115456;0.106441;0.0976563;0.0892622;0.081179;0.0735462;0.0662829;0.0595053;0.0531319;0.047255;0.0417936;0.036817;0.0322469;0.0281316;0.0243968;0.0210733;0.0180927;0.0154715;0.0131484;0.0111295;0.00936116;0.00784246;0.00652787;0.00541213;0.00445766;0.00365709;0.00298027;0.00241924;0.00195048;0.00156648;0.0012494;0.000992689;0.000783195;0.000615579;0.000480391;0.000373496;0.00028829;0.000221707;0.000169255;0.00012875;9.72189e-05;7.31604e-05;5.46594e-05;4.07213e-05;3.01471e-05;2.23016e-05;1.64591e-05;1.22323e-05;9.20433e-06;7.15739e-06;5.8791e-06;5.27235e-06;
5.22956e-05;5.22956e-05;5.69684e-05;6.66456e-05;8.19124e-05;0.000103819;0.000133619;0.000173246;0.000224793;0.00029135;0.000376095;0.000483661;0.000618619;0.000787635;0.000997018;0.00125604;0.00157307;0.0019606;0.00242933;0.00299554;0.00367235;0.00448033;0.00543478;0.00656083;0.00787542;0.00940813;0.0111765;0.013214;0.0155371;0.0181824;0.021163;0.024517;0.0282518;0.0324049;0.036975;0.0419972;0.0474586;0.0533894;0.0597628;0.0666025;0.0738657;0.0815684;0.0896516;0.0981225;0.106907;0.116004;0.125327;0.134867;0.144528;0.154297;0.164074;0.173843;0.183504;0.193044;0.202367;0.211464;0.220248;0.228719;0.236803;0.244505;0.251768;0.258608;0.264981;0.270912;0.276374;0.281396;0.285966;0.290119;0.293854;0.297208;0.300189;0.302834;0.305157;0.307194;0.308963;0.310495;0.31181;0.312936;0.313891;0.314699;0.315375;0.315942;0.31641;0.316798;0.317115;0.317374;0.317584;0.317753;0.317888;0.317996;0.318081;0.318148;0.318201;0.318242;0.318273;0.318297;0.318316;0.31833;0.318341;0.318349;0.318355;0.318359;0.318362;0.318365;0.318367;0.318368;0.318369;0.318369;0.31837;0.31837;0.31837;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.318371;0.31837;0.31837;0.31837;0.318369;0.318369;0.318368;0.318367;0.318365;0.318362;0.318359;0.318355;0.318349;0.318341;0.31833;0.318316;0.318297;0.318273;0.318242;0.318201;0.318148;0.318081;0.317996;0.317888;0.317753;0.317584;0.317374;0.317115;0.316798;0.31641;0.315942;0.315375;0.314699;0.313891;0.312936;0.31181;0.310495;0.308963;0.307194;0.305157;0.302834;0.300189;0.297208;0.293854;0.290119;0.285966;0.281396;0.276374;0.270912;0.264981;0.258608;0.251768;0.244505;0.236803;0.228719;0.220248;0.211464;0.202367;0.193044;0.183504;0.173843;0.164074;0.154297;0.144528;0.134867;0.125327;0.116004;0.106907;0.0981225;0.0896516;0.0815684;0.0738657;0.0666025;0.0597628;0.0533894;0.0474586;0.0419972;0.036975;0.0324049;0.0282518;0.024517;0.021163;0.0181824;0.0155371;0.013214;0.0111765;0.00940813;0.00787542;0.00656083;0.00543478;0.00448031;0.00367233;0.00299551;0.00242928;0.00196052;0.00157296;0.00125587;0.000996776;0.000787282;0.000618104;0.000482916;0.000375022;0.000289816;0.000222609;0.000170157;0.000129272;9.77408e-05;7.34559e-05;5.49549e-05;4.08853e-05;3.03111e-05;2.23914e-05;1.65489e-05;1.22821e-05;9.25405e-06;7.18767e-06;5.90938e-06;5.29686e-06;

49.9897(358);314.099;0.318371

0.00210164;0.00210164;0.00214844;0.0022426;0.0023851;0.00257762;0.00282208;0.00312126;0.00347798;0.00389608;0.00437919;0.00493211;0.00555922;0.00626619;0.00705796;0.00794094;0.00892046;0.0100035;0.0111956;0.012504;0.0139342;0.0154937;0.0171873;0.0190224;0.0210032;0.0231366;0.0254257;0.0278765;0.0304908;0.0332735;0.0362245;0.0393473;0.04264;0.0461043;0.0497359;0.0535348;0.0574942;0.0616122;0.0658795;0.0702923;0.0748388;0.0795132;0.0843016;0.0891965;0.0941819;0.0992488;0.10438;0.109565;0.114785;0.120031;0.125281;0.130526;0.135747;0.140932;0.146063;0.15113;0.156115;0.16101;0.165799;0.170473;0.17502;0.179433;0.1837;0.187818;0.191778;0.195577;0.199209;0.202674;0.205967;0.20909;0.212042;0.214826;0.217442;0.219894;0.222185;0.224321;0.226305;0.228143;0.229842;0.231407;0.232844;0.23416;0.235362;0.236457;0.237451;0.238351;0.239164;0.239896;0.240552;0.24114;0.241665;0.242131;0.242546;0.242912;0.243236;0.24352;0.24377;0.243988;0.244178;0.244344;0.244487;0.244611;0.244718;0.24481;0.244889;0.244957;0.245014;0.245063;0.245104;0.245139;0.245169;0.245194;0.245214;0.245232;0.245246;0.245258;0.245268;0.245276;0.245283;0.245288;0.245293;0.245297;0.2453;0.245302;0.245304;0.245306;0.245307;0.245308;0.245309;0.245309;0.24531;0.24531;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.24531;0.24531;0.245309;0.245309;0.245308;0.245307;0.245306;0.245304;0.245302;0.2453;0.245297;0.245293;0.245288;0.245283;0.245276;0.245268;0.245258;0.245246;0.245232;0.245214;0.245194;0.245169;0.245139;0.245104;0.245063;0.245014;0.244957;0.244889;0.24481;0.244718;0.244611;0.244487;0.244344;0.244178;0.243988;0.24377;0.24352;0.243236;0.242912;0.242546;0.242131;0.241665;0.24114;0.240552;0.239896;0.239164;0.238351;0.237451;0.236457;0.235362;0.23416;0.232844;0.231407;0.229842;0.228143;0.226305;0.224321;0.222185;0.219894;0.217442;0.214826;0.212042;0.20909;0.205967;0.202674;0.199209;0.195577;0.191778;0.187818;0.1837;0.179433;0.17502;0.170473;0.165799;0.16101;0.156115;0.15113;0.146063;0.140932;0.135747;0.130526;0.125281;0.120031;0.114785;0.109565;0.10438;0.0992488;0.0941818;0.0891964;0.0843015;0.079513;0.0748385;0.070292;0.0658791;0.0616117;0.0574935;0.0535339;0.0497347;0.0461028;0.0426381;0.039345;0.0362215;0.0332697;0.030486;0.0278705;0.0254181;0.0231271;0.0209914;0.0190077;0.017169;0.0154711;0.0139064;0.0124698;0.0111536;0.00995211;0.00885773;0.00786462;0.00696535;0.00615414;0.00542402;0.00476944;0.00418399;0.00366252;0.0031993;0.00278966;0.00242859;0.00211202;0.00183567;0.00159609;0.00138975;0.00121384;0.00106558;0.000942771;0.000843368;0.000765819;0.000708765;0.000671281;0.000652693;
0.00210164;0.00210164;0.00214844;0.0022426;0.0023851;0.00257762;0.00282208;0.00312126;0.00347798;0.00389608;0.00437919;0.00493211;0.00555922;0.00626619;0.00705796;0.00794094;0.00892046;0.0100035;0.0111956;0.012504;0.0139342;0.0154937;0.0171873;0.0190224;0.0210032;0.0231366;0.0254257;0.0278765;0.0304908;0.0332735;0.0362245;0.0393473;0.04264;0.0461043;0.0497359;0.0535348;0.0574942;0.0616122;0.0658795;0.0702923;0.0748388;0.0795132;0.0843016;0.0891965;0.0941819;0.0992488;0.10438;0.109565;0.114785;0.120031;0.125281;0.130526;0.135747;0.140932;0.146063;0.15113;0.156115;0.16101;0.165799;0.170473;0.17502;0.179433;0.1837;0.187818;0.191778;0.195577;0.199209;0.202674;0.205967;0.20909;0.212042;0.214826;0.217442;0.219894;0.222185;0.224321;0.226305;0.228143;0.229842;0.231407;0.232844;0.23416;0.235362;0.236457;0.237451;0.238351;0.239164;0.239896;0.240552;0.24114;0.241665;0.242131;0.242546;0.242912;0.243236;0.24352;0.24377;0.243988;0.244178;0.244344;0.244487;0.244611;0.244718;0.24481;0.244889;0.244957;0.245014;0.245063;0.245104;0.245139;0.245169;0.245194;0.245214;0.245232;0.245246;0.245258;0.245268;0.245276;0.245283;0.245288;0.245293;0.245297;0.2453;0.245302;0.245304;0.245306;0.245307;0.245308;0.245309;0.245309;0.24531;0.24531;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.245311;0.24531;0.24531;0.245309;0.245309;0.245308;0.245307;0.245306;0.245304;0.245302;0.2453;0.245297;0.245293;0.245288;0.245283;0.245276;0.245268;0.245258;0.245246;0.245232;0.245214;0.245194;0.245169;0.245139;0.245104;0.245063;0.245014;0.244957;0.244889;0.24481;0.244718;0.244611;0.244487;0.244344;0.244178;0.243988;0.24377;0.24352;0.243236;0.242912;0.242546;0.242131;0.241665;0.24114;0.240552;0.239896;0.239164;0.238351;0.237451;0.236457;0.235362;0.23416;0.232844;0.231407;0.229842;0.228143;0.226305;0.224321;0.222185;0.219894;0.217442;0.214826;0.212042;0.20909;0.205967;0.202674;0.199209;0.195577;0.191778;0.187818;0.1837;0.179433;0.17502;0.170473;0.165799;0.16101;0.156115;0.15113;0.146063;0.140932;0.135747;0.130526;0.125281;0.120031;0.114785;0.109565;0.10438;0.0992488;0.0941818;0.0891964;0.0843015;0.079513;0.0748385;0.070292;0.0658791;0.0616117;0.0574935;0.0535339;0.0497347;0.0461028;0.0426381;0.039345;0.0362215;0.0332697;0.030486;0.0278705;0.0254181;0.0231271;0.0209914;0.0190077;0.017169;0.0154711;0.0139064;0.0124698;0.0111536;0.00995211;0.00885773;0.00786462;0.00696535;0.00615414;0.00542402;0.00476944;0.00418399;0.00366252;0.0031993;0.00278966;0.00242859;0.00211202;0.00183567;0.00159609;0.00138975;0.00121384;0.00106558;0.000942771;0.000843368;0.000765819;0.000708765;0.000671281;0.000652693;
0.00210332;0.00210332;0.0021502;0.00224436;0.00238709;0.00257961;0.00282446;0.00312364;0.00348093;0.00389902;0.0043829;0.00493583;0.00556393;0.0062709;0.00706393;0.00794691;0.00892799;0.010011;0.011205;0.0125135;0.0139459;0.0155053;0.0172016;0.0190367;0.0210207;0.0231541;0.0254468;0.0278976;0.030516;0.0332987;0.0362543;0.0393772;0.0426751;0.0461394;0.0497767;0.0535756;0.0575412;0.0616593;0.0659333;0.0703461;0.0748997;0.0795741;0.08437;0.0892649;0.0942581;0.0993251;0.104464;0.109649;0.114878;0.120123;0.125382;0.130627;0.135856;0.141041;0.14618;0.151247;0.15624;0.161135;0.165931;0.170606;0.175159;0.179572;0.183846;0.187965;0.19193;0.19573;0.199367;0.202832;0.20613;0.209254;0.21221;0.214994;0.217614;0.220066;0.222361;0.224497;0.226484;0.228322;0.230023;0.231588;0.233027;0.234344;0.235548;0.236643;0.237639;0.238539;0.239353;0.240084;0.240742;0.24133;0.241855;0.242322;0.242737;0.243104;0.243427;0.243712;0.243962;0.24418;0.244371;0.244536;0.24468;0.244804;0.244911;0.245003;0.245082;0.24515;0.245207;0.245256;0.245298;0.245333;0.245362;0.245387;0.245408;0.245425;0.245439;0.245451;0.245461;0.245469;0.245476;0.245482;0.245486;0.24549;0.245493;0.245495;0.245497;0.245499;0.2455;0.245501;0.245502;0.245503;0.245503;0.245504;0.245504;0.245504;0.245504;0.245505;0.245505;0.245505;0.245505;0.245505;0.245505;0.245505;0.245505;0.245505;0.245505;0.245504;0.245504;0.245504;0.245504;0.245503;0.245503;0.245502;0.245501;0.2455;0.245499;0.245497;0.245495;0.245493;0.24549;0.245486;0.245482;0.245476;0.245469;0.245461;0.245451;0.245439;0.245425;0.245408;0.245387;0.245362;0.245333;0.245298;0.245256;0.245207;0.24515;0.245082;0.245003;0.244911;0.244804;0.24468;0.244536;0.244371;0.24418;0.243962;0.243712;0.243427;0.243104;0.242737;0.242322;0.241855;0.24133;0.240742;0.240084;0.239353;0.238539;0.237639;0.236643;0.235548;0.234344;0.233027;0.231588;0.230023;0.228322;0.226484;0.224497;0.222361;0.220066;0.217614;0.214994;0.21221;0.209254;0.20613;0.202832;0.199367;0.19573;0.19193;0.187965;0.183846;0.179572;0.175159;0.170606;0.165931;0.161135;0.15624;0.151247;0.14618;0.141041;0.135856;0.130627;0.125382;0.120123;0.114878;0.109649;0.104464;0.0993251;0.0942581;0.0892648;0.0843699;0.0795739;0.0748995;0.0703458;0.0659329;0.0616587;0.0575405;0.0535747;0.0497755;0.0461379;0.0426732;0.0393749;0.0362513;0.0332949;0.0305112;0.0278916;0.0254392;0.0231446;0.0210089;0.019022;0.0171834;0.0154828;0.0139181;0.0124792;0.011163;0.00995959;0.00886521;0.00787052;0.00697125;0.00615875;0.00542863;0.00477301;0.00418756;0.00366526;0.00320203;0.00279175;0.00243068;0.0021136;0.00183725;0.00159729;0.00139095;0.00121476;0.00106649;0.000943489;0.000844086;0.000766413;0.000709358;0.000671815;0.000653226;
